             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455230.500000000, A.D. 2010-Feb-03 00:00:00.0000, -1.093448913851573E+00,  1.235275309081407E+00,  5.273356320930396E-02, -9.949448388473064E-03, -8.084590002957585E-03,  7.491049212658753E-05,  9.532783781047905E-03,  1.650550346132496E+00,  5.431336392558003E-04,
2455231.500000000, A.D. 2010-Feb-04 00:00:00.0000, -1.103362288431804E+00,  1.227150175707619E+00,  5.280673832311861E-02, -9.877203857715547E-03, -8.165574450406062E-03,  7.143948597136037E-05,  9.535894014960836E-03,  1.651088866440881E+00,  5.339025865572442E-04,
2455232.500000000, A.D. 2010-Feb-05 00:00:00.0000, -1.113203128604993E+00,  1.218944365182040E+00,  5.287644174828564E-02, -9.804380385091460E-03, -8.245943820556836E-03,  6.796715781808948E-05,  9.538950859245193E-03,  1.651618142621638E+00,  5.246454989453930E-04,
2455233.500000000, A.D. 2010-Feb-06 00:00:00.0000, -1.122970857780067E+00,  1.210658493988402E+00,  5.294267224692460E-02, -9.730982672680386E-03, -8.325695324952767E-03,  6.449367538547134E-05,  9.541954165009480E-03,  1.652138148895004E+00,  5.153628729877578E-04,
2455234.500000000, A.D. 2010-Feb-07 00:00:00.0000, -1.132664904074883E+00,  1.202293181392939E+00,  5.300542875500108E-02, -9.657015417388139E-03, -8.404826189487017E-03,  6.101920861661366E-05,  9.544903786297503E-03,  1.652648859989447E+00,  5.060552138661325E-04,
2455235.500000000, A.D. 2010-Feb-08 00:00:00.0000, -1.142284700306317E+00,  1.193849049419852E+00,  5.306471038133592E-02, -9.582483316536817E-03, -8.483333655688589E-03,  5.754393247458085E-05,  9.547799580075575E-03,  1.653150251139452E+00,  4.967230378547021E-04,
2455236.500000000, A.D. 2010-Feb-09 00:00:00.0000, -1.151829683981604E+00,  1.185326722826456E+00,  5.312051640712961E-02, -9.507391063697638E-03, -8.561214991506560E-03,  5.406802391112684E-05,  9.550641406221114E-03,  1.653642298083545E+00,  4.873668612483293E-04,
2455237.500000000, A.D. 2010-Feb-10 00:00:00.0000, -1.161299297290185E+00,  1.176726829079378E+00,  5.317284628575190E-02, -9.431743342559813E-03, -8.638467499547759E-03,  5.059165790155285E-05,  9.553429127515755E-03,  1.654124977063104E+00,  4.779871899043173E-04,
2455238.500000000, A.D. 2010-Feb-11 00:00:00.0000, -1.170692987094750E+00,  1.168049998332058E+00,  5.322169964214451E-02, -9.355544825503909E-03, -8.715088515598187E-03,  4.711500664991948E-05,  9.556162609638373E-03,  1.654598264821146E+00,  4.685845191407649E-04,
2455239.500000000, A.D. 2010-Feb-12 00:00:00.0000, -1.180010204921297E+00,  1.159296863402418E+00,  5.326707627165574E-02, -9.278800172507909E-03, -8.791075399556326E-03,  4.363823966762943E-05,  9.558841721152336E-03,  1.655062138600125E+00,  4.591593391342512E-04,
2455240.500000000, A.D. 2010-Feb-13 00:00:00.0000, -1.189250406949447E+00,  1.150468059750089E+00,  5.330897613885109E-02, -9.201514027767036E-03, -8.866425525316836E-03,  4.016152282452164E-05,  9.561466333489536E-03,  1.655516576139161E+00,  4.497121390601141E-04,
